Location,Total
United_States,139388
Northeast,12916
New_England,3746
Connecticut,838
Maine,493
Massachusetts,1609
New_Hampshire,399
Rhode_Island,210
Vermont,197
Middle_Atlantic,9170
New_Jersey,1890
New_York,3438
Pennsylvania,3842
Midwest,34020
East_North_Central,23669
Illinois,5418
Indiana,3932
Michigan,5445
Ohio,4962
Wisconsin,3912
West_North_Central,10351
Iowa,1502
Kansas,1467
Minnesota,2796
Missouri,2847
Nebraska,1010
North_Dakota,213
South_Dakota,516
South,60294
South_Atlantic,36115
Delaware,445
Dist._of_Columbia,0
Florida,11069
Georgia,8327
Maryland,2293
North_Carolina,6454
South_Carolina,2344
Virginia,4724
West_Virginia,459
East_South_Central,8718
Alabama,1668
Kentucky,2232
Mississippi,1024
Tennessee,3794
West_South_Central,15461
Arkansas,1638
Louisiana,2013
Oklahoma,1174
Texas,10636
West,32158
Mountain,16741
Arizona,5351
Colorado,4279
Idaho,1058
Montana,277
Nevada,2257
New_Mexico,1012
Utah,2321
Wyoming,186
Pacific,15417
Alaska,257
California,8813
Hawaii,220
Oregon,2140
Washington,3987
