Location,Total
United_States,141135
Northeast,13813
New_England,4031
Connecticut,777
Maine,701
Massachusetts,1472
New_Hampshire,655
Rhode_Island,196
Vermont,230
Middle_Atlantic,9782
New_Jersey,2215
New_York,3901
Pennsylvania,3666
Midwest,30204
East_North_Central,21720
Illinois,4730
Indiana,4284
Michigan,5021
Ohio,4629
Wisconsin,3056
West_North_Central,8484
Iowa,1205
Kansas,857
Minnesota,3149
Missouri,1928
Nebraska,777
North_Dakota,135
South_Dakota,433
South,59103
South_Atlantic,37791
Delaware,365
Dist._of_Columbia,14
Florida,13266
Georgia,7708
Maryland,2531
North_Carolina,6741
South_Carolina,2688
Virginia,4134
West_Virginia,344
East_South_Central,7253
Alabama,1634
Kentucky,1627
Mississippi,1187
Tennessee,2805
West_South_Central,14059
Arkansas,866
Louisiana,1164
Oklahoma,992
Texas,11037
West,38015
Mountain,18298
Arizona,5360
Colorado,5768
Idaho,1051
Montana,272
Nevada,3183
New_Mexico,708
Utah,1808
Wyoming,148
Pacific,19717
Alaska,252
California,13050
Hawaii,374
Oregon,1874
Washington,4167
