Location,Total
United_States,121584
Northeast,9264
New_England,2527
Connecticut,609
Maine,354
Massachusetts,866
New_Hampshire,470
Rhode_Island,111
Vermont,117
Middle_Atlantic,6737
New_Jersey,1879
New_York,2526
Pennsylvania,2332
Midwest,18609
East_North_Central,12730
Illinois,3020
Indiana,1797
Michigan,2526
Ohio,3276
Wisconsin,2111
West_North_Central,5879
Iowa,506
Kansas,985
Minnesota,1807
Missouri,1709
Nebraska,415
North_Dakota,131
South_Dakota,326
South,60779
South_Atlantic,39017
Delaware,380
Dist._of_Columbia,580
Florida,14836
Georgia,7426
Maryland,2124
North_Carolina,6068
South_Carolina,3010
Virginia,4336
West_Virginia,257
East_South_Central,6338
Alabama,1702
Kentucky,1303
Mississippi,833
Tennessee,2500
West_South_Central,15424
Arkansas,788
Louisiana,1417
Oklahoma,1175
Texas,12044
West,32932
Mountain,13055
Arizona,4306
Colorado,2831
Idaho,763
Montana,273
Nevada,2679
New_Mexico,833
Utah,1277
Wyoming,93
Pacific,19877
Alaska,77
California,13406
Hawaii,723
Oregon,2558
Washington,3113
