Location,Total
United_States,128055
Northeast,13587
New_England,3275
Connecticut,779
Maine,569
Massachusetts,1159
New_Hampshire,369
Rhode_Island,165
Vermont,234
Middle_Atlantic,10312
New_Jersey,1982
New_York,4748
Pennsylvania,3582
Midwest,20810
East_North_Central,12919
Illinois,3506
Indiana,2443
Michigan,1790
Ohio,2951
Wisconsin,2229
West_North_Central,7891
Iowa,1223
Kansas,989
Minnesota,1701
Missouri,2310
Nebraska,749
North_Dakota,354
South_Dakota,565
South,62899
South_Atlantic,35610
Delaware,572
District_of_Columbia,26
Florida,10469
Georgia,8121
Maryland,1539
North_Carolina,7148
South_Carolina,3956
Virginia,3373
West_Virginia,406
East_South_Central,8819
Alabama,2222
Kentucky,1357
Mississippi,2077
Tennessee,3163
West_South_Central,18470
Arkansas,920
Louisiana,2009
Oklahoma,1398
Texas,14143
West,30759
Mountain,14501
Arizona,4251
Colorado,3057
Idaho,1111
Montana,456
Nevada,2412
New_Mexico,920
Utah,2029
Wyoming,265
Pacific,16258
Alaska,233
California,10087
Hawaii,514
Oregon,1948
Washington,3476
