Location,Total
United_States,127189
Northeast,13428
New_England,3885
Connecticut,789
Maine,455
Massachusetts,1731
New_Hampshire,468
Rhode_Island,249
Vermont,193
Middle_Atlantic,9543
New_Jersey,2350
New_York,3684
Pennsylvania,3509
Midwest,26841
East_North_Central,17900
Illinois,4895
Indiana,2860
Michigan,3409
Ohio,3639
Wisconsin,3097
West_North_Central,8941
Iowa,1337
Kansas,1236
Minnesota,2997
Missouri,2049
Nebraska,765
North_Dakota,244
South_Dakota,313
South,54437
South_Atlantic,34131
Delaware,762
District_of_Columbia,6
Florida,13293
Georgia,6203
Maryland,1955
North_Carolina,5623
South_Carolina,2316
Virginia,3622
West_Virginia,351
East_South_Central,6170
Alabama,1757
Kentucky,1255
Mississippi,868
Tennessee,2290
West_South_Central,14136
Arkansas,652
Louisiana,1376
Oklahoma,953
Texas,11155
West,32483
Mountain,14580
Arizona,5317
Colorado,2775
Idaho,1060
Montana,222
Nevada,2666
New_Mexico,844
Utah,1542
Wyoming,154
Pacific,17903
Alaska,129
California,13394
Hawaii,430
Oregon,1272
Washington,2678
