Location,Total
United_States,51248
Northeast,4994
New_England,1370
Connecticut,276
Maine,238
Massachusetts,449
New_Hampshire,187
Rhode_Island,71
Vermont,149
Middle_Atlantic,3624
New_Jersey,950
New_York,1469
Pennsylvania,1205
Midwest,8881
East_North_Central,4923
Illinois,825
Indiana,1162
Michigan,869
Ohio,1205
Wisconsin,862
West_North_Central,3958
Iowa,559
Kansas,715
Minnesota,865
Missouri,701
Nebraska,448
North_Dakota,397
South_Dakota,273
South,26466
South_Atlantic,13460
Delaware,246
District_of_Columbia,19
Florida,4149
Georgia,1228
Maryland,1092
North_Carolina,2583
South_Carolina,1229
Virginia,2729
West_Virginia,185
East_South_Central,2586
Alabama,851
Kentucky,466
Mississippi,320
Tennessee,949
West_South_Central,10420
Arkansas,662
Louisiana,853
Oklahoma,589
Texas,8316
West,10907
Mountain,5430
Arizona,1490
Colorado,1532
Idaho,434
Montana,184
Nevada,368
New_Mexico,322
Utah,899
Wyoming,201
Pacific,5477
Alaska,112
California,2548
Hawaii,178
Oregon,868
Washington,1771
