Location,Total
United_States,39831
Northeast,4611
New_England,1254
Connecticut,171
Maine,129
Massachusetts,548
New_Hampshire,206
Rhode_Island,109
Vermont,91
Middle_Atlantic,3357
New_Jersey,936
New_York,1429
Pennsylvania,992
Midwest,5359
East_North_Central,3500
Illinois,1049
Indiana,733
Michigan,368
Ohio,937
Wisconsin,413
West_North_Central,1859
Iowa,254
Kansas,235
Minnesota,535
Missouri,351
Nebraska,292
North_Dakota,49
South_Dakota,143
South,21391
South_Atlantic,10178
Delaware,259
District_of_Columbia,11
Florida,3178
Georgia,1048
Maryland,701
North_Carolina,2260
South_Carolina,882
Virginia,1779
West_Virginia,60
East_South_Central,2793
Alabama,797
Kentucky,381
Mississippi,352
Tennessee,1263
West_South_Central,8420
Arkansas,412
Louisiana,750
Oklahoma,595
Texas,6663
West,8470
Mountain,3136
Arizona,777
Colorado,563
Idaho,267
Montana,77
Nevada,531
New_Mexico,279
Utah,539
Wyoming,103
Pacific,5334
Alaska,21
California,3740
Hawaii,212
Oregon,460
Washington,901
