Location,Total
United_States,51927
Northeast,5544
New_England,1807
Connecticut,410
Maine,144
Massachusetts,1082
New_Hampshire,90
Rhode_Island,26
Vermont,55
Middle_Atlantic,3737
New_Jersey,1097
New_York,1448
Pennsylvania,1192
Midwest,6450
East_North_Central,3557
Illinois,564
Indiana,1070
Michigan,542
Ohio,779
Wisconsin,602
West_North_Central,2893
Iowa,365
Kansas,303
Minnesota,805
Missouri,735
Nebraska,338
North_Dakota,219
South_Dakota,128
South,28879
South_Atlantic,14988
Delaware,255
District_of_Columbia,61
Florida,3625
Georgia,2349
Maryland,1051
North_Carolina,3398
South_Carolina,1458
Virginia,2709
West_Virginia,82
East_South_Central,2769
Alabama,681
Kentucky,542
Mississippi,337
Tennessee,1209
West_South_Central,11122
Arkansas,678
Louisiana,1032
Oklahoma,634
Texas,8778
West,11054
Mountain,5384
Arizona,2184
Colorado,851
Idaho,357
Montana,120
Nevada,557
New_Mexico,312
Utah,887
Wyoming,116
Pacific,5670
Alaska,39
California,3367
Hawaii,96
Oregon,609
Washington,1559
