Location,Total
United_States,185587
Northeast,15141
New_England,4550
Connecticut,886
Maine,644
Massachusetts,2010
New_Hampshire,608
Rhode_Island,192
Vermont,210
Middle_Atlantic,10591
New_Jersey,3040
New_York,4296
Pennsylvania,3255
Midwest,30395
East_North_Central,19884
Illinois,5979
Indiana,3343
Michigan,3381
Ohio,4521
Wisconsin,2660
West_North_Central,10511
Iowa,1744
Kansas,1335
Minnesota,2400
Missouri,3062
Nebraska,1173
North_Dakota,256
South_Dakota,541
South,90786
South_Atlantic,57542
Delaware,668
District_of_Columbia,182
Florida,25177
Georgia,9066
Maryland,3594
North_Carolina,8254
South_Carolina,4733
Virginia,5348
West_Virginia,520
East_South_Central,10050
Alabama,2723
Kentucky,2053
Mississippi,1422
Tennessee,3852
West_South_Central,23194
Arkansas,1525
Louisiana,2033
Oklahoma,1583
Texas,18053
West,49265
Mountain,21934
Arizona,8006
Colorado,4102
Idaho,1815
Montana,526
Nevada,3708
New_Mexico,1138
Utah,2386
Wyoming,253
Pacific,27331
Alaska,321
California,18136
Hawaii,1080
Oregon,3053
Washington,4741
