Location,Total
United_States,191304
Northeast,18361
New_England,5321
Connecticut,1151
Maine,962
Massachusetts,1776
New_Hampshire,756
Rhode_Island,337
Vermont,339
Middle_Atlantic,13040
New_Jersey,2851
New_York,6012
Pennsylvania,4177
Midwest,33526
East_North_Central,22670
Illinois,6439
Indiana,3167
Michigan,4100
Ohio,5279
Wisconsin,3685
West_North_Central,10856
Iowa,1742
Kansas,1203
Minnesota,3574
Missouri,2349
Nebraska,969
North_Dakota,369
South_Dakota,650
South,86116
South_Atlantic,56369
Delaware,773
District_of_Columbia,22
Florida,26167
Georgia,9355
Maryland,2384
North_Carolina,8245
South_Carolina,4496
Virginia,4408
West_Virginia,519
East_South_Central,8588
Alabama,2015
Kentucky,1460
Mississippi,1316
Tennessee,3797
West_South_Central,21159
Arkansas,1170
Louisiana,1653
Oklahoma,1618
Texas,16718
West,53301
Mountain,23902
Arizona,7920
Colorado,4367
Idaho,2088
Montana,483
Nevada,4958
New_Mexico,1205
Utah,2564
Wyoming,317
Pacific,29399
Alaska,308
California,20329
Hawaii,1130
Oregon,2861
Washington,4771
