Location,Total
United_States,151950
Northeast,11854
New_England,3091
Connecticut,674
Maine,400
Massachusetts,1356
New_Hampshire,366
Rhode_Island,146
Vermont,149
Middle_Atlantic,8763
New_Jersey,2288
New_York,3680
Pennsylvania,2795
Midwest,21270
East_North_Central,14378
Illinois,5174
Indiana,2213
Michigan,1915
Ohio,3229
Wisconsin,1847
West_North_Central,6892
Iowa,777
Kansas,1097
Minnesota,1489
Missouri,2261
Nebraska,741
North_Dakota,32
South_Dakota,495
South,78469
South_Atlantic,50161
Delaware,514
District_of_Columbia,123
Florida,22281
Georgia,7888
Maryland,2197
North_Carolina,8144
South_Carolina,4436
Virginia,4146
West_Virginia,432
East_South_Central,7831
Alabama,2115
Kentucky,1122
Mississippi,986
Tennessee,3608
West_South_Central,20477
Arkansas,1213
Louisiana,1751
Oklahoma,1354
Texas,16159
West,40357
Mountain,17473
Arizona,5727
Colorado,3518
Idaho,1412
Montana,255
Nevada,3545
New_Mexico,1071
Utah,1741
Wyoming,204
Pacific,22884
Alaska,243
California,16095
Hawaii,910
Oregon,2101
Washington,3535
