Location,Total
United_States,119569
Northeast,13655
New_England,3746
Connecticut,894
Maine,438
Massachusetts,1596
New_Hampshire,443
Rhode_Island,194
Vermont,181
Middle_Atlantic,9909
New_Jersey,3048
New_York,3961
Pennsylvania,2900
Midwest,23129
East_North_Central,16557
Illinois,4186
Indiana,2683
Michigan,3395
Ohio,3749
Wisconsin,2544
West_North_Central,6572
Iowa,859
Kansas,800
Minnesota,2515
Missouri,1527
Nebraska,506
North_Dakota,86
South_Dakota,279
South,52948
South_Atlantic,32809
Delaware,384
Dist._of_Columbia,172
Florida,12346
Georgia,6578
Maryland,2134
North_Carolina,5273
South_Carolina,1988
Virginia,3671
West_Virginia,263
East_South_Central,7558
Alabama,2016
Kentucky,1480
Mississippi,1628
Tennessee,2434
West_South_Central,12581
Arkansas,913
Louisiana,854
Oklahoma,691
Texas,10123
West,29837
Mountain,13632
Arizona,4012
Colorado,3884
Idaho,806
Montana,139
Nevada,2849
New_Mexico,735
Utah,1093
Wyoming,114
Pacific,16205
Alaska,86
California,10879
Hawaii,398
Oregon,1745
Washington,3097
