Division,State,2023-07,2023-06,2023-05,2023-04,2023-03,2023-02,2023-01,2022-12,2022-11,2022-10,2022-09,2022-08,2022-07,2022-06,2022-05,2022-04,2022-03,2022-02,2022-01,2021-12,2021-11,2021-10,2021-09,2021-08,2021-07,2021-06,2021-05,2021-04,2021-03,2021-02,2021-01,2020-12,2020-11,2020-10,2020-09,2020-08,2020-07,2020-06,2020-05,2020-04,2020-03,2020-02,2020-01,2019-12,2019-11,2019-10,2019-09,2019-08,2019-07,2019-06,2019-05,2019-04,2019-03,2019-02,2019-01,2018-12,2018-11,2018-10,2018-09,2018-08,2018-07,2018-06,2018-05,2018-04,2018-03,2018-02,2018-01,2017-12,2017-11,2017-10,2017-09,2017-08,2017-07,2017-06,2017-05,2017-04,2017-03,2017-02,2017-01,2016-12,2016-11,2016-10,2016-09,2016-08,2016-07,2016-06,2016-05,2016-04,2016-03,2016-02,2016-01,2015-12,2015-11,2015-10,2015-09,2015-08,2015-07,2015-06,2015-05,2015-04,2015-03,2015-02,2015-01,2014-12,2014-11,2014-10,2014-09,2014-08,2014-07,2014-06,2014-05,2014-04,2014-03,2014-02,2014-01,2013-12,2013-11,2013-10,2013-09,2013-08,2013-07,2013-06,2013-05,2013-04,2013-03,2013-02,2013-01,2012-12,2012-11,2012-10,2012-09,2012-08,2012-07,2012-06,2012-05,2012-04,2012-03,2012-02,2012-01,2011-12,2011-11,2011-10,2011-09,2011-08,2011-07,2011-06,2011-05,2011-04,2011-03,2011-02,2011-01,2010-12,2010-11,2010-10,2010-09,2010-08,2010-07,2010-06,2010-05,2010-04,2010-03,2010-02,2010-01,2009-12,2009-11,2009-10,2009-09,2009-08,2009-07,2009-06,2009-05,2009-04,2009-03,2009-02,2009-01,2008-12,2008-11,2008-10,2008-09,2008-08,2008-07,2008-06,2008-05,2008-04,2008-03,2008-02,2008-01,2007-12,2007-11,2007-10,2007-09,2007-08,2007-07,2007-06,2007-05,2007-04,2007-03,2007-02,2007-01,2006-12,2006-11,2006-10,2006-09,2006-08,2006-07,2006-06,2006-05,2006-04,2006-03,2006-01,2005-12,2005-11,2005-10,2005-09,2005-08,2005-07,2005-06,2005-05,2005-04,2005-03,2005-02,2005-01,2004-12,2004-11,2004-10,2004-09,2004-08,2004-07,2004-06,2004-05,2004-04,2004-03,2004-02,2004-01,2003-12,2003-11,2003-10,2003-09,2003-08,2003-07,2003-06,2003-05,2003-04,2003-03,2003-02,2003-01,2002-12,2002-11,2002-10,2002-09,2002-08,2002-07,2002-06,2002-05,2002-04,2002-03,2002-02,2002-01,2001-12,2001-11,2001-10,2001-09,2001-08,2001-07,2001-06,2001-05,2001-04,2001-03,2001-02,2001-01,2000-12,2000-11,2000-10,2000-09,2000-08,2000-07,2000-06,2000-05,2000-04,2000-03,2000-02,2000-01,1999-12,1999-11,1999-10,1999-09,1999-08,1999-07,1999-06,1999-05,1999-04,1999-03,1999-02,1999-01,1998-12,1998-11,1998-10,1998-09,1998-08,1998-07,1998-06,1998-05,1998-04,1998-03,1998-02,1998-01,1997-12,1997-11,1997-10,1997-09,1997-08,1997-07,1997-06,1997-05,1997-04,1997-03,1997-02,1997-01,1996-12,1996-11,1996-10,1996-09,1996-08,1996-07,1996-06,1996-05,1996-04,1996-03,1996-02,1996-01,1995-12,1995-11,1995-10,1995-09,1995-08,1995-07,1995-06,1995-05,1995-04,1995-03,1995-02,1995-01,2006-02
West_South_Central,Louisiana,1270,1270,1351,1393,1234,991,1392,938,949,1170,1172,1439,1494,1873,1478,1617,1565,1614,1507,1407,1346,1460,1403,1519,1541,2224,1614,2481,1988,1411,1496,1514,1342,1556,1547,1609,1554,1751,1200,1208,1674,1274,1259,1099,1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18057,15473,17280,15642,14618,17355,15415,17986,16093,18586,18983,20671,14884,18154,16794,17520,14239,18977,12771,17113,16969,18018,17300,16047,19067,20706,14890,14673,14882,15186,12946,17827,15085,13795,15789,14179,15838,16925,15126,14454,13752,12925,12675,14555,12967,16701,14355,13546,15118,12572,13324,11122,10773,9850,8255,10202,9569,11889,10420,12619,10789,10662,11039,8235,7127,7829,7383,6828,8468,10112,9389,10949,9915,10843,12461,8355,7817,8361,7326,7635,9412,10260,9967,11436,9630,9179,9611,8694,8073,8420,6693,10817,11921,15343,14509,13580,16011,16693,16252,14420,14769,13391,14813,15632,16248,19084,20333,21092,22944,18470,21212,18714,16808,19526,17880,19212,18904,22741,21279,26647,24465,23841,27490,22988,20112,19104,21442,21159,25726,22823,23553,21920,22763,23194,19427,20783,,,,,,,,,,,,,16556,14136,19555,19816,19386,19205,21251,21259,19513,18954,17582,15424,17132,14619,16376,15980,18360,17319,17829,19302,17756,17813,14448,15326,14237,14399,15858,13921,14894,14898,15879,17838,16200,16895,13233,14344,10255,12581,14907,14738,14059,13809,15834,15618,13933,15549,14538,11906,12791,12624,15138,14851,16722,18110,16054,15558,15989,17900,15524,15230,13458,11618,18330,17454,16814,17228,17929,17803,17736,19908,14168,11315,12044,10681,14320,17041,12606,13761,15003,13691,16110,13453,11714,10685,13225,11546,11671,12212,12544,13915,12887,14531,15461,12632,11641,11906,9656,10367,12667,13926,12268,11271,12313,12388,10949,11514,11031,9637,20477
West_South_Central,Oklahoma,1471,970,1929,1096,946,797,641,947,693,842,921,1161,909,1650,1411,1207,1481,1133,1258,1181,1074,1130,1253,1377,1222,1338,1232,1428,1577,1122,1270,1169,1109,1200,1431,1177,1254,1223,755,1059,1473,909,846,803,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18057,15473,17280,15642,14618,17355,15415,17986,16093,18586,18983,20671,14884,18154,16794,17520,14239,18977,12771,17113,16969,18018,17300,16047,19067,20706,14890,14673,14882,15186,12946,17827,15085,13795,15789,14179,15838,16925,15126,14454,13752,12925,12675,14555,12967,16701,14355,13546,15118,12572,13324,11122,10773,9850,8255,10202,9569,11889,10420,12619,10789,10662,11039,8235,7127,7829,7383,6828,8468,10112,9389,10949,9915,10843,12461,8355,7817,8361,7326,7635,9412,10260,9967,11436,9630,9179,9611,8694,8073,8420,6693,10817,11921,15343,14509,13580,16011,16693,16252,14420,14769,13391,14813,15632,16248,19084,20333,21092,22944,18470,21212,18714,16808,19526,17880,19212,18904,22741,21279,26647,24465,23841,27490,22988,20112,19104,21442,21159,25726,22823,23553,21920,22763,23194,19427,20783,,,,,,,,,,,,,16556,14136,19555,19816,19386,19205,21251,21259,19513,18954,17582,15424,17132,14619,16376,15980,18360,17319,17829,19302,17756,17813,14448,15326,14237,14399,15858,13921,14894,14898,15879,17838,16200,16895,13233,14344,10255,12581,14907,14738,14059,13809,15834,15618,13933,15549,14538,11906,12791,12624,15138,14851,16722,18110,16054,15558,15989,17900,15524,15230,13458,11618,18330,17454,16814,17228,17929,17803,17736,19908,14168,11315,12044,10681,14320,17041,12606,13761,15003,13691,16110,13453,11714,10685,13225,11546,11671,12212,12544,13915,12887,14531,15461,12632,11641,11906,9656,10367,12667,13926,12268,11271,12313,12388,10949,11514,11031,9637,20477
West_South_Central,Texas,18897,20444,21978,17346,18896,17363,16847,15629,15117,21363,19444,20950,23914,26082,22918,25518,26723,20417,23155,20891,18004,18064,18003,23304,20762,23679,21683,24127,23649,18184,22260,20635,17953,19374,21319,18613,20183,17601,15919,16518,19293,16275,17885,14714,16880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18057,15473,17280,15642,14618,17355,15415,17986,16093,18586,18983,20671,14884,18154,16794,17520,14239,18977,12771,17113,16969,18018,17300,16047,19067,20706,14890,14673,14882,15186,12946,17827,15085,13795,15789,14179,15838,16925,15126,14454,13752,12925,12675,14555,12967,16701,14355,13546,15118,12572,13324,11122,10773,9850,8255,10202,9569,11889,10420,12619,10789,10662,11039,8235,7127,7829,7383,6828,8468,10112,9389,10949,9915,10843,12461,8355,7817,8361,7326,7635,9412,10260,9967,11436,9630,9179,9611,8694,8073,8420,6693,10817,11921,15343,14509,13580,16011,16693,16252,14420,14769,13391,14813,15632,16248,19084,20333,21092,22944,18470,21212,18714,16808,19526,17880,19212,18904,22741,21279,26647,24465,23841,27490,22988,20112,19104,21442,21159,25726,22823,23553,21920,22763,23194,19427,20783,,,,,,,,,,,,,16556,14136,19555,19816,19386,19205,21251,21259,19513,18954,17582,15424,17132,14619,16376,15980,18360,17319,17829,19302,17756,17813,14448,15326,14237,14399,15858,13921,14894,14898,15879,17838,16200,16895,13233,14344,10255,12581,14907,14738,14059,13809,15834,15618,13933,15549,14538,11906,12791,12624,15138,14851,16722,18110,16054,15558,15989,17900,15524,15230,13458,11618,18330,17454,16814,17228,17929,17803,17736,19908,14168,11315,12044,10681,14320,17041,12606,13761,15003,13691,16110,13453,11714,10685,13225,11546,11671,12212,12544,13915,12887,14531,15461,12632,11641,11906,9656,10367,12667,13926,12268,11271,12313,12388,10949,11514,11031,9637,20477
Mountain,Arizona,5367,3840,4534,4268,6525,4600,2033,5252,2931,3871,4020,4603,5509,5537,5264,5268,7221,5522,5727,5858,5418,4986,4306,4939,5935,5996,5349,6384,5173,5484,5096,6350,4580,5352,4340,4669,5758,5394,3128,3316,4463,4851,5080,3779,4175,15457.0,12577.0,14158.0,14485.0,15559.0,15239.0,14570.0,11597.0,9969.0,10077.0,12521.0,11589.0,12708.0,12856.0,13105.0,13245.0,13458.0,14164.0,13588.0,15175.0,12878.0,12476.0,9859.0,12318.0,13402.0,11255.0,15605.0,11448.0,15058.0,12715.0,13074.0,13151.0,9234.0,9214.0,10895.0,11830.0,11860.0,12303.0,10936.0,10251.0,13611.0,13575,10985,10106,9650,8846,9353,8920,9383,9470,10251,11077,12373,10158,11108,9625,7741,5570,8377,7618,9665,9038,8810,9820,9215,9126,9301,10289,8171,6274,8279,6652,8037,6965,9848,8608,9198,10078,8198,8443,6226,6220,6756,6959,6598,6558,8926,7548,7657,7404,6889,6846,5384,4042,4035,4587,4630,4640,6170,5430,6311,4622,4078,4617,3041,2953,3755,3608,3596,4563,4476,4130,4834,4418,5036,6491,4694,3801,4155,3307,3931,5367,5116,6541,6116,4580,4858,3915,3382,3391,3136,3540,6395,6743,7977,8010,10784,9602,9108,7261,8139,6728,6586,9167,13257,11517,13749,12589,16488,15231,14501,16069,14322,10886,12101,10632,12452,14009,16889,16117,21121,22781,18986,23467,17904,18136,18468,20448,23902,24207,21809,25283,22365,22914,21934,18018,16009,,,,,,,,,,,,,17907,14580,20406,19679,18375,19358,20065,17740,17581,16167,16264,13055,15790,15393,17147,17957,16829,17054,18656,18644,17558,16193,12740,12378,10938,11710,14499,16616,17990,16284,18737,18713,17119,18948,14907,13466,12401,13632,15463,15252,18298,15378,16578,16497,15946,17465,14319,12728,14437,13175,13138,16121,15546,16234,20329,16158,16994,18633,13442,13240,15322,14225,15505,16046,15648,17409,18783,15523,20078,16624,13627,12553,14086,11968,16071,16963,15744,16072,15217,17206,15772,13441,12134,12731,12762,10860,14564,14876,14232,17540,17994,16596,16741,16237,15265,12689,14050,14010,13907,15604,17474,15432,16856,16210,13956,13128,11251,10050,17473
Mountain,Colorado,2737,3515,4311,3857,3580,3247,3235,2943,2602,2919,3671,3927,3967,4961,4583,4201,5711,4475,4122,5694,4990,4721,5444,5793,4749,4955,4380,5514,4823,3625,4807,5336,3690,4982,4619,4673,4117,3644,2604,3284,3748,3121,3242,4037,3606,15457.0,12577.0,14158.0,14485.0,15559.0,15239.0,14570.0,11597.0,9969.0,10077.0,12521.0,11589.0,12708.0,12856.0,13105.0,13245.0,13458.0,14164.0,13588.0,15175.0,12878.0,12476.0,9859.0,12318.0,13402.0,11255.0,15605.0,11448.0,15058.0,12715.0,13074.0,13151.0,9234.0,9214.0,10895.0,11830.0,11860.0,12303.0,10936.0,10251.0,13611.0,13575,10985,10106,9650,8846,9353,8920,9383,9470,10251,11077,12373,10158,11108,9625,7741,5570,8377,7618,9665,9038,8810,9820,9215,9126,9301,10289,8171,6274,8279,6652,8037,6965,9848,8608,9198,10078,8198,8443,6226,6220,6756,6959,6598,6558,8926,7548,7657,7404,6889,6846,5384,4042,4035,4587,4630,4640,6170,5430,6311,4622,4078,4617,3041,2953,3755,3608,3596,4563,4476,4130,4834,4418,5036,6491,4694,3801,4155,3307,3931,5367,5116,6541,6116,4580,4858,3915,3382,3391,3136,3540,6395,6743,7977,8010,10784,9602,9108,7261,8139,6728,6586,9167,13257,11517,13749,12589,16488,15231,14501,16069,14322,10886,12101,10632,12452,14009,16889,16117,21121,22781,18986,23467,17904,18136,18468,20448,23902,24207,21809,25283,22365,22914,21934,18018,16009,,,,,,,,,,,,,17907,14580,20406,19679,18375,19358,20065,17740,17581,16167,16264,13055,15790,15393,17147,17957,16829,17054,18656,18644,17558,16193,12740,12378,10938,11710,14499,16616,17990,16284,18737,18713,17119,18948,14907,13466,12401,13632,15463,15252,18298,15378,16578,16497,15946,17465,14319,12728,14437,13175,13138,16121,15546,16234,20329,16158,16994,18633,13442,13240,15322,14225,15505,16046,15648,17409,18783,15523,20078,16624,13627,12553,14086,11968,16071,16963,15744,16072,15217,17206,15772,13441,12134,12731,12762,10860,14564,14876,14232,17540,17994,16596,16741,16237,15265,12689,14050,14010,13907,15604,17474,15432,16856,16210,13956,13128,11251,10050,17473
Mountain,Idaho,1599,1687,1765,1450,1297,1060,922,644,1229,1057,1128,1589,1499,2145,2160,1994,2509,1802,1264,1467,1400,1656,1683,1614,1522,1916,1489,1704,2052,1438,1369,1637,1490,1502,1585,1424,1399,1441,1268,1055,1373,1244,1424,1248,1383,15457.0,12577.0,14158.0,14485.0,15559.0,15239.0,14570.0,11597.0,9969.0,10077.0,12521.0,11589.0,12708.0,12856.0,13105.0,13245.0,13458.0,14164.0,13588.0,15175.0,12878.0,12476.0,9859.0,12318.0,13402.0,11255.0,15605.0,11448.0,15058.0,12715.0,13074.0,13151.0,9234.0,9214.0,10895.0,11830.0,11860.0,12303.0,10936.0,10251.0,13611.0,13575,10985,10106,9650,8846,9353,8920,9383,9470,10251,11077,12373,10158,11108,9625,7741,5570,8377,7618,9665,9038,8810,9820,9215,9126,9301,10289,8171,6274,8279,6652,8037,6965,9848,8608,9198,10078,8198,8443,6226,6220,6756,6959,6598,6558,8926,7548,7657,7404,6889,6846,5384,4042,4035,4587,4630,4640,6170,5430,6311,4622,4078,4617,3041,2953,3755,3608,3596,4563,4476,4130,4834,4418,5036,6491,4694,3801,4155,3307,3931,5367,5116,6541,6116,4580,4858,3915,3382,3391,3136,3540,6395,6743,7977,8010,10784,9602,9108,7261,8139,6728,6586,9167,13257,11517,13749,12589,16488,15231,14501,16069,14322,10886,12101,10632,12452,14009,16889,16117,21121,22781,18986,23467,17904,18136,18468,20448,23902,24207,21809,25283,22365,22914,21934,18018,16009,,,,,,,,,,,,,17907,14580,20406,19679,18375,19358,20065,17740,17581,16167,16264,13055,15790,15393,17147,17957,16829,17054,18656,18644,17558,16193,12740,12378,10938,11710,14499,16616,17990,16284,18737,18713,17119,18948,14907,13466,12401,13632,15463,15252,18298,15378,16578,16497,15946,17465,14319,12728,14437,13175,13138,16121,15546,16234,20329,16158,16994,18633,13442,13240,15322,14225,15505,16046,15648,17409,18783,15523,20078,16624,13627,12553,14086,11968,16071,16963,15744,16072,15217,17206,15772,13441,12134,12731,12762,10860,14564,14876,14232,17540,17994,16596,16741,16237,15265,12689,14050,14010,13907,15604,17474,15432,16856,16210,13956,13128,11251,10050,17473
Mountain,Montana,520,443,573,354,468,380,225,466,188,595,512,483,440,895,531,566,566,617,401,524,801,600,505,511,580,914,395,474,652,222,241,580,274,353,408,527,462,305,471,317,323,273,299,189,242,15457.0,12577.0,14158.0,14485.0,15559.0,15239.0,14570.0,11597.0,9969.0,10077.0,12521.0,11589.0,12708.0,12856.0,13105.0,13245.0,13458.0,14164.0,13588.0,15175.0,12878.0,12476.0,9859.0,12318.0,13402.0,11255.0,15605.0,11448.0,15058.0,12715.0,13074.0,13151.0,9234.0,9214.0,10895.0,11830.0,11860.0,12303.0,10936.0,10251.0,13611.0,13575,10985,10106,9650,8846,9353,8920,9383,9470,10251,11077,12373,10158,11108,9625,7741,5570,8377,7618,9665,9038,8810,9820,9215,9126,9301,10289,8171,6274,8279,6652,8037,6965,9848,8608,9198,10078,8198,8443,6226,6220,6756,6959,6598,6558,8926,7548,7657,7404,6889,6846,5384,4042,4035,4587,4630,4640,6170,5430,6311,4622,4078,4617,3041,2953,3755,3608,3596,4563,4476,4130,4834,4418,5036,6491,4694,3801,4155,3307,3931,5367,5116,6541,6116,4580,4858,3915,3382,3391,3136,3540,6395,6743,7977,8010,10784,9602,9108,7261,8139,6728,6586,9167,13257,11517,13749,12589,16488,15231,14501,16069,14322,10886,12101,10632,12452,14009,16889,16117,21121,22781,18986,23467,17904,18136,18468,20448,23902,24207,21809,25283,22365,22914,21934,18018,16009,,,,,,,,,,,,,17907,14580,20406,19679,18375,19358,20065,17740,17581,16167,16264,13055,15790,15393,17147,17957,16829,17054,18656,18644,17558,16193,12740,12378,10938,11710,14499,16616,17990,16284,18737,18713,17119,18948,14907,13466,12401,13632,15463,15252,18298,15378,16578,16497,15946,17465,14319,12728,14437,13175,13138,16121,15546,16234,20329,16158,16994,18633,13442,13240,15322,14225,15505,16046,15648,17409,18783,15523,20078,16624,13627,12553,14086,11968,16071,16963,15744,16072,15217,17206,15772,13441,12134,12731,12762,10860,14564,14876,14232,17540,17994,16596,16741,16237,15265,12689,14050,14010,13907,15604,17474,15432,16856,16210,13956,13128,11251,10050,17473
Mountain,Nevada,1766,1528,2224,1245,1781,1041,1476,883,1171,1250,1659,1267,1174,1938,1641,2634,2263,1833,2608,1784,2266,1770,1666,2182,1795,1770,1712,2156,2184,2129,2029,2141,1943,1483,2006,1514,1962,1437,1122,1032,1712,1800,1610,1276,1087,15457.0,12577.0,14158.0,14485.0,15559.0,15239.0,14570.0,11597.0,9969.0,10077.0,12521.0,11589.0,12708.0,12856.0,13105.0,13245.0,13458.0,14164.0,13588.0,15175.0,12878.0,12476.0,9859.0,12318.0,13402.0,11255.0,15605.0,11448.0,15058.0,12715.0,13074.0,13151.0,9234.0,9214.0,10895.0,11830.0,11860.0,12303.0,10936.0,10251.0,13611.0,13575,10985,10106,9650,8846,9353,8920,9383,9470,10251,11077,12373,10158,11108,9625,7741,5570,8377,7618,9665,9038,8810,9820,9215,9126,9301,10289,8171,6274,8279,6652,8037,6965,9848,8608,9198,10078,8198,8443,6226,6220,6756,6959,6598,6558,8926,7548,7657,7404,6889,6846,5384,4042,4035,4587,4630,4640,6170,5430,6311,4622,4078,4617,3041,2953,3755,3608,3596,4563,4476,4130,4834,4418,5036,6491,4694,3801,4155,3307,3931,5367,5116,6541,6116,4580,4858,3915,3382,3391,3136,3540,6395,6743,7977,8010,10784,9602,9108,7261,8139,6728,6586,9167,13257,11517,13749,12589,16488,15231,14501,16069,14322,10886,12101,10632,12452,14009,16889,16117,21121,22781,18986,23467,17904,18136,18468,20448,23902,24207,21809,25283,22365,22914,21934,18018,16009,,,,,,,,,,,,,17907,14580,20406,19679,18375,19358,20065,17740,17581,16167,16264,13055,15790,15393,17147,17957,16829,17054,18656,18644,17558,16193,12740,12378,10938,11710,14499,16616,17990,16284,18737,18713,17119,18948,14907,13466,12401,13632,15463,15252,18298,15378,16578,16497,15946,17465,14319,12728,14437,13175,13138,16121,15546,16234,20329,16158,16994,18633,13442,13240,15322,14225,15505,16046,15648,17409,18783,15523,20078,16624,13627,12553,14086,11968,16071,16963,15744,16072,15217,17206,15772,13441,12134,12731,12762,10860,14564,14876,14232,17540,17994,16596,16741,16237,15265,12689,14050,14010,13907,15604,17474,15432,16856,16210,13956,13128,11251,10050,17473
Mountain,New_Mexico,682,834,658,680,894,397,581,471,439,591,644,616,668,758,1004,1005,845,462,531,759,468,527,668,595,759,721,569,724,660,715,414,391,407,503,445,491,455,460,310,361,431,374,371,308,471,15457.0,12577.0,14158.0,14485.0,15559.0,15239.0,14570.0,11597.0,9969.0,10077.0,12521.0,11589.0,12708.0,12856.0,13105.0,13245.0,13458.0,14164.0,13588.0,15175.0,12878.0,12476.0,9859.0,12318.0,13402.0,11255.0,15605.0,11448.0,15058.0,12715.0,13074.0,13151.0,9234.0,9214.0,10895.0,11830.0,11860.0,12303.0,10936.0,10251.0,13611.0,13575,10985,10106,9650,8846,9353,8920,9383,9470,10251,11077,12373,10158,11108,9625,7741,5570,8377,7618,9665,9038,8810,9820,9215,9126,9301,10289,8171,6274,8279,6652,8037,6965,9848,8608,9198,10078,8198,8443,6226,6220,6756,6959,6598,6558,8926,7548,7657,7404,6889,6846,5384,4042,4035,4587,4630,4640,6170,5430,6311,4622,4078,4617,3041,2953,3755,3608,3596,4563,4476,4130,4834,4418,5036,6491,4694,3801,4155,3307,3931,5367,5116,6541,6116,4580,4858,3915,3382,3391,3136,3540,6395,6743,7977,8010,10784,9602,9108,7261,8139,6728,6586,9167,13257,11517,13749,12589,16488,15231,14501,16069,14322,10886,12101,10632,12452,14009,16889,16117,21121,22781,18986,23467,17904,18136,18468,20448,23902,24207,21809,25283,22365,22914,21934,18018,16009,,,,,,,,,,,,,17907,14580,20406,19679,18375,19358,20065,17740,17581,16167,16264,13055,15790,15393,17147,17957,16829,17054,18656,18644,17558,16193,12740,12378,10938,11710,14499,16616,17990,16284,18737,18713,17119,18948,14907,13466,12401,13632,15463,15252,18298,15378,16578,16497,15946,17465,14319,12728,14437,13175,13138,16121,15546,16234,20329,16158,16994,18633,13442,13240,15322,14225,15505,16046,15648,17409,18783,15523,20078,16624,13627,12553,14086,11968,16071,16963,15744,16072,15217,17206,15772,13441,12134,12731,12762,10860,14564,14876,14232,17540,17994,16596,16741,16237,15265,12689,14050,14010,13907,15604,17474,15432,16856,16210,13956,13128,11251,10050,17473
Mountain,Utah,2254,2416,2091,1804,1928,2342,1776,1907,1491,1704,2232,2175,2435,3106,2890,3193,3811,3496,3022,3290,3043,2395,3423,3867,3839,4069,3538,4266,3686,2867,2811,2561,2783,3005,2363,2930,2522,2305,2226,2228,3056,1877,2088,1559,2584,15457.0,12577.0,14158.0,14485.0,15559.0,15239.0,14570.0,11597.0,9969.0,10077.0,12521.0,11589.0,12708.0,12856.0,13105.0,13245.0,13458.0,14164.0,13588.0,15175.0,12878.0,12476.0,9859.0,12318.0,13402.0,11255.0,15605.0,11448.0,15058.0,12715.0,13074.0,13151.0,9234.0,9214.0,10895.0,11830.0,11860.0,12303.0,10936.0,10251.0,13611.0,13575,10985,10106,9650,8846,9353,8920,9383,9470,10251,11077,12373,10158,11108,9625,7741,5570,8377,7618,9665,9038,8810,9820,9215,9126,9301,10289,8171,6274,8279,6652,8037,6965,9848,8608,9198,10078,8198,8443,6226,6220,6756,6959,6598,6558,8926,7548,7657,7404,6889,6846,5384,4042,4035,4587,4630,4640,6170,5430,6311,4622,4078,4617,3041,2953,3755,3608,3596,4563,4476,4130,4834,4418,5036,6491,4694,3801,4155,3307,3931,5367,5116,6541,6116,4580,4858,3915,3382,3391,3136,3540,6395,6743,7977,8010,10784,9602,9108,7261,8139,6728,6586,9167,13257,11517,13749,12589,16488,15231,14501,16069,14322,10886,12101,10632,12452,14009,16889,16117,21121,22781,18986,23467,17904,18136,18468,20448,23902,24207,21809,25283,22365,22914,21934,18018,16009,,,,,,,,,,,,,17907,14580,20406,19679,18375,19358,20065,17740,17581,16167,16264,13055,15790,15393,17147,17957,16829,17054,18656,18644,17558,16193,12740,12378,10938,11710,14499,16616,17990,16284,18737,18713,17119,18948,14907,13466,12401,13632,15463,15252,18298,15378,16578,16497,15946,17465,14319,12728,14437,13175,13138,16121,15546,16234,20329,16158,16994,18633,13442,13240,15322,14225,15505,16046,15648,17409,18783,15523,20078,16624,13627,12553,14086,11968,16071,16963,15744,16072,15217,17206,15772,13441,12134,12731,12762,10860,14564,14876,14232,17540,17994,16596,16741,16237,15265,12689,14050,14010,13907,15604,17474,15432,16856,16210,13956,13128,11251,10050,17473
Mountain,Wyoming,124,162,183,129,157,77,68,82,133,556,187,399,289,269,236,227,239,244,151,150,188,195,187,277,247,283,185,256,187,146,184,214,144,132,196,163,231,190,165,218,123,103,103,68,113,15457.0,12577.0,14158.0,14485.0,15559.0,15239.0,14570.0,11597.0,9969.0,10077.0,12521.0,11589.0,12708.0,12856.0,13105.0,13245.0,13458.0,14164.0,13588.0,15175.0,12878.0,12476.0,9859.0,12318.0,13402.0,11255.0,15605.0,11448.0,15058.0,12715.0,13074.0,13151.0,9234.0,9214.0,10895.0,11830.0,11860.0,12303.0,10936.0,10251.0,13611.0,13575,10985,10106,9650,8846,9353,8920,9383,9470,10251,11077,12373,10158,11108,9625,7741,5570,8377,7618,9665,9038,8810,9820,9215,9126,9301,10289,8171,6274,8279,6652,8037,6965,9848,8608,9198,10078,8198,8443,6226,6220,6756,6959,6598,6558,8926,7548,7657,7404,6889,6846,5384,4042,4035,4587,4630,4640,6170,5430,6311,4622,4078,4617,3041,2953,3755,3608,3596,4563,4476,4130,4834,4418,5036,6491,4694,3801,4155,3307,3931,5367,5116,6541,6116,4580,4858,3915,3382,3391,3136,3540,6395,6743,7977,8010,10784,9602,9108,7261,8139,6728,6586,9167,13257,11517,13749,12589,16488,15231,14501,16069,14322,10886,12101,10632,12452,14009,16889,16117,21121,22781,18986,23467,17904,18136,18468,20448,23902,24207,21809,25283,22365,22914,21934,18018,16009,,,,,,,,,,,,,17907,14580,20406,19679,18375,19358,20065,17740,17581,16167,16264,13055,15790,15393,17147,17957,16829,17054,18656,18644,17558,16193,12740,12378,10938,11710,14499,16616,17990,16284,18737,18713,17119,18948,14907,13466,12401,13632,15463,15252,18298,15378,16578,16497,15946,17465,14319,12728,14437,13175,13138,16121,15546,16234,20329,16158,16994,18633,13442,13240,15322,14225,15505,16046,15648,17409,18783,15523,20078,16624,13627,12553,14086,11968,16071,16963,15744,16072,15217,17206,15772,13441,12134,12731,12762,10860,14564,14876,14232,17540,17994,16596,16741,16237,15265,12689,14050,14010,13907,15604,17474,15432,16856,16210,13956,13128,11251,10050,17473
